ID,Marital Status,Gender,Income,Children,Occupation,Commute Distance,Region,Age,Purchased Bike,Extra_Info
17238,Single,Male,80000.0,0,Professional,10+ Miles,Pacific,32,No,
23608,Married,Female,150000.0,3,Professional,0-1 Miles,Europe,51,Yes,
22538,Single,Female,10000.0,0,Manual,1-2 Miles,Europe,33,No,
12332,Married,Male,90000.0,4,Management,5-10 Miles,Europe,58,Yes,
17230,Married,Male,80000.0,0,Professional,10+ Miles,Pacific,30,No,
13082,Single,Male,130000.0,0,Management,2-5 Miles,Pacific,48,Yes,
22518,Single,Female,30000.0,3,Clerical,0-1 Miles,Europe,27,Yes,
13687,Married,Male,40000.0,1,Skilled Manual,0-1 Miles,Europe,33,Yes,
23571,Married,Female,40000.0,2,Management,0-1 Miles,Pacific,66,Yes,
19305,Single,Female,10000.0,2,Manual,0-1 Miles,Europe,38,Yes,
22636,Single,Female,40000.0,0,Clerical,0-1 Miles,Europe,38,Yes,
17310,Married,Male,60000.0,1,Skilled Manual,0-1 Miles,Pacific,45,Yes,
12133,Married,Female,130000.0,3,Professional,5-10 Miles,Europe,50,Yes,
25918,Single,Female,30000.0,2,Clerical,5-10 Miles,Pacific,60,Yes,
25752,Single,Female,20000.0,2,Manual,0-1 Miles,Europe,53,Yes,
17324,Married,Female,100000.0,4,Professional,10+ Miles,Pacific,46,No,
22918,Single,Male,80000.0,5,Management,0-1 Miles,Pacific,48,No,
12510,Married,Male,40000.0,1,Skilled Manual,0-1 Miles,Europe,43,Yes,
25512,Single,Male,20000.0,0,Manual,2-5 Miles,Europe,30,No,
16179,Single,Female,80000.0,5,Professional,1-2 Miles,Pacific,38,No,
15628,Married,Female,40000.0,1,Skilled Manual,0-1 Miles,Europe,89,No,
20977,Married,Male,20000.0,1,Clerical,0-1 Miles,Europe,64,Yes,
18140,Married,Male,130000.0,3,Professional,5-10 Miles,Europe,51,Yes,
20417,Married,Male,30000.0,3,Clerical,5-10 Miles,Pacific,56,No,
18267,Married,Male,60000.0,3,Professional,5-10 Miles,Pacific,43,No,
13620,Single,Male,70000.0,0,Professional,10+ Miles,Pacific,30,Yes,
22974,Married,Female,30000.0,2,Clerical,5-10 Miles,Pacific,69,No,
13586,Married,Male,80000.0,4,Professional,10+ Miles,Europe,53,No,
17978,Married,Male,40000.0,0,Clerical,0-1 Miles,Europe,37,Yes,
12581,Single,Female,10000.0,0,Manual,0-1 Miles,Pacific,28,Yes,
18018,Single,Male,30000.0,3,Clerical,0-1 Miles,Europe,43,No,
28957,Single,Female,120000.0,3,Professional,10+ Miles,Pacific,34,Yes,
13690,Single,Female,20000.0,0,Manual,1-2 Miles,Europe,34,Yes,
12568,Married,Female,30000.0,1,Clerical,0-1 Miles,Europe,64,No,
13122,Married,Female,80000.0,0,Professional,1-2 Miles,Pacific,41,Yes,
21184,Single,Male,70000.0,0,Professional,5-10 Miles,Pacific,38,No,
26150,Single,Female,70000.0,0,Professional,0-1 Miles,Pacific,41,Yes,
24151,Single,Male,20000.0,1,Clerical,0-1 Miles,Europe,51,No,
23962,Married,Female,10000.0,0,Manual,1-2 Miles,Europe,32,No,
17793,Married,Female,40000.0,0,Clerical,0-1 Miles,Europe,38,Yes,
14926,Married,Male,30000.0,1,Clerical,0-1 Miles,Europe,38,Yes,
16163,Single,Male,60000.0,2,Professional,2-5 Miles,Pacific,38,Yes,
21365,Married,Female,10000.0,2,Clerical,5-10 Miles,Pacific,58,No,
27771,Single,Male,30000.0,1,Clerical,1-2 Miles,Europe,39,Yes,
26167,Single,Female,40000.0,2,Management,5-10 Miles,Pacific,53,Yes,
25792,Single,Female,110000.0,3,Management,10+ Miles,Europe,53,No,
11555,Married,Female,40000.0,1,Clerical,0-1 Miles,Europe,80,No,
22381,Married,Male,10000.0,1,Manual,0-1 Miles,Europe,44,No,
17882,Married,Male,20000.0,1,Clerical,0-1 Miles,Europe,44,No,
22174,Married,Male,30000.0,3,Skilled Manual,5-10 Miles,Pacific,648,Yes,
22439,Married,Female,30000.0,0,Clerical,0-1 Miles,Europe,37,Yes,
18012,Married,Female,40000.0,1,Skilled Manual,0-1 Miles,Europe,41,No,
27582,Single,Female,90000.0,2,Professional,0-1 Miles,Pacific,36,Yes,
12744,Single,Female,40000.0,2,Clerical,0-1 Miles,Europe,33,No,
22821,Married,Female,130000.0,3,Professional,0-1 Miles,Europe,52,No,
20171,Married,Female,20000.0,2,Manual,0-1 Miles,Europe,46,Yes,
11116,Married,Male,70000.0,5,Skilled Manual,5-10 Miles,Pacific,43,No,
20053,Single,Male,40000.0,2,Clerical,0-1 Miles,Europe,34,No,
25266,Single,Female,30000.0,2,Clerical,5-10 Miles,Pacific,67,No,
17960,Married,Female,40000.0,0,Clerical,0-1 Miles,Europe,35,Yes,
13961,Married,Female,80000.0,5,Management,0-1 Miles,Pacific,40,No,
11897,Single,Male,60000.0,2,Professional,0-1 Miles,Pacific,37,Yes,
11139,Single,Female,30000.0,2,Clerical,5-10 Miles,Pacific,67,No,
11576,Married,Male,30000.0,1,Skilled Manual,0-1 Miles,Europe,41,Yes,
19255,Single,Male,10000.0,2,Manual,0-1 Miles,Europe,51,Yes,
18153,Married,Female,100000.0,2,Management,10+ Miles,Europe,59,No,
14547,Married,Male,10000.0,2,Manual,1-2 Miles,Europe,51,No,
24901,Single,Male,110000.0,0,Management,10+ Miles,Pacific,32,Yes,
27169,Single,Male,30000.0,0,Manual,2-5 Miles,Europe,34,Yes,
14805,Single,Female,10000.0,3,Manual,0-1 Miles,Europe,43,No,
15822,Married,Male,40000.0,2,Management,0-1 Miles,Pacific,67,No,
19389,Single,Male,30000.0,0,Clerical,2-5 Miles,Europe,28,No,
17048,Single,Female,90000.0,1,Management,0-1 Miles,Pacific,36,Yes,
22204,Married,Male,110000.0,4,Management,2-5 Miles,Pacific,48,No,
12718,Single,Female,30000.0,0,Clerical,2-5 Miles,Europe,31,No,
15019,Single,Female,30000.0,3,Skilled Manual,5-10 Miles,Pacific,55,No,
28488,Single,Male,20000.0,0,Manual,0-1 Miles,Pacific,28,Yes,
21891,Married,Female,110000.0,0,Management,10+ Miles,Pacific,34,Yes,
27814,Single,Female,30000.0,3,Clerical,0-1 Miles,Europe,26,No,
22175,Married,Female,30000.0,3,Skilled Manual,5-10 Miles,Pacific,53,Yes,
29447,Single,Female,10000.0,2,Clerical,2-5 Miles,Europe,68,No,
19784,Married,Female,80000.0,2,Skilled Manual,5-10 Miles,Pacific,50,Yes,
27824,Single,Female,30000.0,3,Clerical,0-1 Miles,Europe,28,Yes,
24093,Single,Female,80000.0,0,Skilled Manual,0-1 Miles,Europe,40,Yes,
19618,Married,Male,70000.0,5,Skilled Manual,0-1 Miles,Pacific,44,No,
21561,Single,Male,90000.0,0,Professional,10+ Miles,Pacific,34,Yes,
11061,Married,Male,26666.67,2,Skilled Manual,5-10 Miles,Pacific,624,Yes,
26651,Single,Male,80000.0,4,Management,0-1 Miles,Pacific,36,Yes,
21108,Married,Female,40000.0,1,Skilled Manual,0-1 Miles,Europe,43,Yes,
12731,Single,Male,30000.0,0,Manual,1-2 Miles,Europe,32,No,
25307,Married,Female,40000.0,1,Skilled Manual,1-2 Miles,Europe,32,Yes,
14278,Married,Female,130000.0,0,Management,10+ Miles,Pacific,48,No,
20711,Married,Female,40000.0,1,Skilled Manual,1-2 Miles,Europe,32,Yes,
11383,Married,Female,30000.0,3,Clerical,0-1 Miles,Europe,46,No,
12497,Married,Female,40000.0,1,Skilled Manual,0-1 Miles,Europe,42,No,
16559,Single,Female,10000.0,2,Manual,0-1 Miles,Europe,36,Yes,
11585,Married,Female,40000.0,1,Skilled Manual,0-1 Miles,Europe,41,No,
20277,Married,Female,30000.0,2,Clerical,0-1 Miles,Pacific,69,No,
26765,Single,Female,70000.0,5,Skilled Manual,5-10 Miles,Pacific,45,No,
12389,Single,Male,30000.0,0,Manual,2-5 Miles,Europe,34,No,
13585,Married,Female,80000.0,4,Professional,2-5 Miles,Europe,53,Yes,
26385,Single,Male,120000.0,3,Professional,5-10 Miles,Europe,50,No,
12236,Married,Female,20000.0,1,Manual,0-1 Miles,Europe,65,No,
21560,Married,Male,120000.0,0,Professional,10+ Miles,Pacific,32,Yes,
21554,Single,Female,80000.0,0,Professional,10+ Miles,Pacific,33,No,
13662,Single,Male,20000.0,0,Manual,1-2 Miles,Europe,31,Yes,
13089,Married,Female,120000.0,1,Management,0-1 Miles,Pacific,46,Yes,
14791,Married,Female,40000.0,0,Clerical,0-1 Miles,Europe,39,Yes,
19331,Single,Male,20000.0,2,Manual,0-1 Miles,Europe,40,No,
17754,Single,Female,30000.0,3,Clerical,0-1 Miles,Europe,46,Yes,
11149,Married,Male,40000.0,2,Management,0-1 Miles,Pacific,65,No,
16549,Single,Female,30000.0,3,Clerical,0-1 Miles,Europe,47,Yes,
24305,Single,Male,100000.0,1,Management,0-1 Miles,Pacific,46,Yes,
18253,Married,Female,80000.0,5,Management,0-1 Miles,Pacific,40,No,
20147,Married,Female,30000.0,1,Clerical,0-1 Miles,Europe,65,No,
15612,Single,Male,30000.0,0,Manual,1-2 Miles,Europe,28,No,
28323,Single,Male,70000.0,0,Professional,5-10 Miles,Pacific,43,Yes,
22634,Single,Female,40000.0,0,Clerical,0-1 Miles,Europe,456,Yes,
15665,Married,Female,30000.0,0,Clerical,0-1 Miles,Europe,47,Yes,
27585,Married,Female,90000.0,2,Professional,0-1 Miles,Pacific,36,Yes,
19748,Married,Male,20000.0,4,Skilled Manual,1-2 Miles,Pacific,60,No,
21974,Single,Female,70000.0,0,Professional,5-10 Miles,Pacific,42,Yes,
14032,Married,Male,70000.0,2,Skilled Manual,1-2 Miles,Pacific,50,Yes,
22610,Married,Male,30000.0,0,Clerical,0-1 Miles,Europe,35,Yes,
26984,Married,Male,40000.0,1,Skilled Manual,0-1 Miles,Europe,32,Yes,
18294,Married,Female,90000.0,1,Professional,5-10 Miles,Pacific,46,No,
28564,Single,Female,40000.0,2,Clerical,1-2 Miles,Europe,33,Yes,
28521,Single,Male,40000.0,0,Clerical,0-1 Miles,Europe,36,Yes,
15450,Married,Male,10000.0,1,Clerical,0-1 Miles,Europe,70,No,
25681,Single,Female,30000.0,0,Clerical,2-5 Miles,Europe,31,Yes,
19491,Single,Male,30000.0,2,Clerical,0-1 Miles,Europe,42,No,
26415,Married,Female,90000.0,4,Skilled Manual,10+ Miles,Europe,58,No,
12821,Married,Male,40000.0,0,Clerical,0-1 Miles,Europe,39,No,
15629,Single,Female,10000.0,0,Manual,1-2 Miles,Europe,34,No,
27835,Married,Male,20000.0,0,Manual,0-1 Miles,Europe,32,No,
11738,Married,Male,60000.0,4,Professional,2-5 Miles,North America,46,No,
25065,Married,Male,70000.0,2,Skilled Manual,5-10 Miles,North America,48,No,
26238,Single,Female,40000.0,3,Clerical,1-2 Miles,North America,31,Yes,
23707,Single,Male,70000.0,5,Management,10+ Miles,North America,60,Yes,
27650,Married,Male,70000.0,4,Professional,5-10 Miles,North America,51,No,
24981,Married,Male,60000.0,2,Professional,10+ Miles,North America,56,No,
20678,Single,Female,60000.0,3,Skilled Manual,2-5 Miles,North America,40,Yes,
15302,Single,Female,70000.0,1,Professional,2-5 Miles,North America,34,Yes,
26012,Married,Male,80000.0,1,Skilled Manual,2-5 Miles,North America,48,Yes,
26575,Single,Female,40000.0,0,Skilled Manual,1-2 Miles,North America,31,Yes,
14798,Single,Female,10000.0,4,Manual,0-1 Miles,Europe,492,Yes,
